,user_address,0x4200000000000000000000000000000000000006,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,CR,log10_borrow
19989,0x78a3227ba9D260fEc5665A1C53a3e00637724f9c,0.908839108217826,0.0,0.0,0.0,0.0911608917821738,0.0,1.776778746337892,2.1278059715888005
20000,0x71D8E75fFD698A977c3a3172281Ba80e8F044C09,1.0,0.0,0.0,0.0,0.0,0.0,1.6644889861897405,1.5647692424136324
20046,0x0bAFA96A4e1B91428bCFF88598668c66F016BC18,1.0,0.0,0.0,0.0,0.0,0.0,1.5866927193592963,1.6189882743630992
20048,0xCA5C410067f8379a1Cf4DCfE052f9D6C037CCa5e,1.0,0.0,0.0,0.0,0.0,0.0,2.4992279915865603,1.291255084900157
20297,0x52C75F75362d334cFF94904517be6642aFdBeb61,0.0,0.0,9.766049007120188e-06,0.0,0.9999902339509928,0.0,1.528137708588175,2.64034663293835
20342,0xf69CF98b527Eab3ED677521Bcd1dB70283528c8A,1.0,0.0,0.0,0.0,0.0,0.0,1.2543971384918868,5.68249575890778
20374,0x9AcDA0bbC8E2Be53db230B1Fa7E1743262842B77,1.0,0.0,0.0,0.0,0.0,0.0,1.5990607929234788,2.086903500781174
20375,0x0909C4F2D04055e73Fb2009E8f95130D3E4DA2ED,1.0,0.0,0.0,0.0,0.0,0.0,1.499123213742128,2.086900884458297
20392,0x1e84d1B14Eb0ef078a0D26e37c930FC0a8EC71e6,0.0,1.0,0.0,0.0,0.0,0.0,1.370178142321808,3.243154466172665
20396,0x6B979E8628cDD7576ffC00eF07592580Aa935AFF,0.0,0.0,0.440547548397555,0.0270309530323646,0.4139354061721162,0.118486092397964,1.5994634809013824,2.0868054502950115
20425,0x7A904Ee4720a667da4E8dAE58B59f143FA6959DE,1.0,0.0,0.0,0.0,0.0,0.0,2.4682430538852267,1.0683869491418312
20426,0xD7563A973EdFA492f579EF3978536fa042445240,1.0,0.0,0.0,0.0,0.0,0.0,2.468243555291219,1.068027439900245
20427,0x929C44f3C89DdFF931faFb364aB96c57d8060361,1.0,0.0,0.0,0.0,0.0,0.0,2.468244067389008,1.0682913980702098
20428,0xCDBbEc9b78050B5d600992770bF159cE8e26E053,1.0,0.0,0.0,0.0,0.0,0.0,2.468248020316074,1.5987120855428878
20433,0x3aB6732D99F19B44106f1Abc48E58127104Cfd96,1.0,0.0,0.0,0.0,0.0,0.0,1.391006288987238,5.683911813229064
20434,0xa9743cB15C0A42f4761d344F3B31dd376bc1DddF,0.9998027524672788,0.0,0.0,0.0,0.000197247532721,0.0,1.5331795934451324,1.563718727998926
20442,0x15286e5b8BB7bD0B4cdaFAd689ddF5E57D254646,0.0,0.0,0.0,0.0,0.0,1.0,1.2741857759370327,1.785556378007799
20444,0x65BcAAA391579CA66EF59E35d87C2F58174C3BD2,0.0,0.0,0.0,0.0,1.0,0.0,5.650373501382996,1.290704433194659
20463,0xd5F6573067EC168902876ABcF8e9854463aC2B92,1.0,0.0,0.0,0.0,0.0,0.0,1.9995787062153505,1.0865066929171507
20488,0xC240517c7f13386800B7fa9E23550c172aAA3FFc,0.0,0.0,0.5,0.0,0.0,0.5,1.333764815910987,3.326987129180651
20491,0x69c244D928176656Ece391ccdCa611aC0e30Ac4a,1.0,0.0,0.0,0.0,0.0,0.0,2.6996473499358884,2.3874527045786387
20500,0x0Bb53dE33DF0F8BA40E0E06Be85998f506c4C7bc,1.0,0.0,0.0,0.0,0.0,0.0,2.4689729845109385,2.170930482960178
20502,0xe90B930CebDCab8C984cDD30f4afCE5462De9781,0.0,0.0,0.0,1.0,0.0,0.0,2.378878022734872,1.1022141074098557
20503,0x1E629A394d7C80505D85C7c91F24B7996E5e4773,0.0,0.0,0.5,0.0,0.0,0.5,1.3700952411434522,4.517705474457629
21004,0x13b2d56DE62F65Cfd389cB6a2F275c272D7C850E,0.091751870050097,0.0,0.7967833643931863,0.0,0.0,0.1114647655567165,1.9986435475953432,3.951268773401641
21022,0x3d40aC1fF6c11eA200a86E9bC761c244149ba5c0,1.0,0.0,0.0,0.0,0.0,0.0,1.5646500303174502,2.5718154979848125
21023,0x21e3Fc973B311AC47CFa68059D9f0d948764175b,1.0,0.0,0.0,0.0,0.0,0.0,1.3331872362113049,5.350419932838634
21036,0xC184C5768251F0A1dC2e7aEA24585f62D2381665,1.0,0.0,0.0,0.0,0.0,0.0,1.2571002078888578,6.213528762210898
21059,0x0E61A5d840B883d234940c738cF49A2AeBfAf1C8,1.0,0.0,0.0,0.0,0.0,0.0,2.299095218646833,1.3704569322702822
21060,0xbc2337fc59bC693E6FFb282Ef4950478072c1A86,1.0,0.0,0.0,0.0,0.0,0.0,3.600033160348349,1.446636984557114
21065,0x9C7A3e3eFd0CEC787C432535F27DE6C755fB4870,0.5279030454426945,0.0,0.4665204027996661,0.0,0.0055765517576393,0.0,1.4631954697454463,3.7802686345449015
21092,0x491fFC953E1aB2751817ff90A5f32694a4841474,1.0,0.0,0.0,0.0,0.0,0.0,1.3126141062887866,3.0444473297767725
21099,0xA67e311B9c5915998C86866652092c5dE332d7a8,0.0,0.0,0.5,0.0,0.0,0.5,2.322580883151513,1.5869607243335755
21105,0xB5584bFdb0f869F35764f975Da6C482E29e871c0,1.0,0.0,0.0,0.0,0.0,0.0,1.3127619738509957,2.2944723654025783
21141,0x174EC3Dd777A4d02fa2305a451141C3C151Cf65B,1.0,0.0,0.0,0.0,0.0,0.0,1.37277289053605,1.5181662827517175
21142,0x2bedB0F8d86c53f45A5ff38e4a2d33E1C0DA4515,1.0,0.0,0.0,0.0,0.0,0.0,1.4480320697440252,1.8420845407304185
21151,0x4d445C33dC304f07EDB34f00C90c4CB1Ab947FaC,1.0,0.0,0.0,0.0,0.0,0.0,1.9852118851740173,3.402829975173028
21158,0xa14208489e2e9Ba74f08636EbC5a03Fb0a4F6568,1.0,0.0,0.0,0.0,0.0,0.0,1.3454123535028206,1.8513685710976924
21161,0x0C9e20B9046f31DA1E84B1B968b5FFF23e815FD6,1.0,0.0,0.0,0.0,0.0,0.0,2.6066724502017555,2.98430410200873
21166,0x26DAc33aCcf8D28cf26CcC0135d8c6EE3233a2E7,0.0,1.0,0.0,0.0,0.0,0.0,1.515669653983141,5.6291904714934775
21180,0xb4fbd802d9dc5C0208346c311BCB6B9ECFF468C6,0.0,0.0,0.2522906524937038,0.1429443738224705,0.352536368155087,0.2522286055287387,1.376996478501723,3.739226080459002
21199,0x85B3C124A704aE638622A1e99310F22eEE7279c6,0.0,0.0,0.8910840218873157,0.0,0.0,0.1089159781126842,1.7046672489265913,3.953840009033416
21251,0x9e67663C01e86C7bd8C3cd2285c681Dbad1C8327,1.0,0.0,0.0,0.0,0.0,0.0,1.3754310815156017,6.746740357879505
21285,0xbBf15e008535cB93A7e2168038DC316c56faf791,0.0,0.0,1.0,0.0,0.0,0.0,1.4996966927513034,3.817888877046249
21295,0x724EBE69AE66F5e5F731920dB39CC9235d3FF036,0.0,0.0,0.0,0.0,1.0,0.0,1.641337415052254,1.4890100058370013
21298,0x184Af3b38035F80d8F7E16FaCbB4344B3db09368,1.0,0.0,0.0,0.0,0.0,0.0,2.9875624922933555,1.4024040917337373
21299,0xbe003aa7a602e754fa2aBC342Fc467fdd678bc4e,1.0,0.0,0.0,0.0,0.0,0.0,1.3278568061992524,1.5772258418523424
21300,0x874d7F6472958e157815DD50B8293a3d02fD094c,1.0,0.0,0.0,0.0,0.0,0.0,1.393099630233404,1.4984021925800253
21301,0xf299eA65eF11197c562bd83A67cdCB678d8280c5,0.0,0.0,0.0,0.0,1.0,0.0,2.279157861579862,1.4603622190950762
21303,0xdCEFff05f1df8d2474A73E1B40928e1d1b2F3646,1.0,0.0,0.0,0.0,0.0,0.0,2.9826626722878777,1.4016864719986957
21305,0x2C79ef440545a8528ad89fb9a3801f68Fa531Ee0,1.0,0.0,0.0,0.0,0.0,0.0,1.5953373298684197,1.8002110680350216
21320,0x6B9B0C04Eb5b3D5eD8b667b8983C9DFD16BA3F42,1.0,0.0,0.0,0.0,0.0,0.0,2.648867305140977,1.2785897227626646
21321,0xE439576d8C65F0C080d1882ee85ee106a7B3B125,1.0,0.0,0.0,0.0,0.0,0.0,1.655556842005748,1.8792097034141684
21327,0x41c619D96D4a875BEf0bF51988ca93838B6e4C84,1.0,0.0,0.0,0.0,0.0,0.0,1.7096416911606034,1.9460517774847592
21328,0x25e03b2E9903442F9F350f3F6F711632b39679D0,1.0,0.0,0.0,0.0,0.0,0.0,1.4931756840914785,1.702133804871165
21342,0x9812d15dC214B1C845d7eff55a2a533a8c90fA38,1.0,0.0,0.0,0.0,0.0,0.0,1.6574257488946649,1.8786104644749853
21385,0x460808Bb2E79E5b84994105b601A13e33C29a45f,1.0,0.0,0.0,0.0,0.0,0.0,1.3130974908033777,1.0867626507323458
21387,0xb4521335B0aDc61B1ee85029CD6d2AEDb7b6046d,0.4839948422064591,0.5160051577935407,0.0,0.0,0.0,0.0,1.3160882780038028,1.6762455803804928
21393,0x63BBCBd285362ed01dc37C34597ce17836493356,1.0,0.0,0.0,0.0,0.0,0.0,1.492947924447698,1.7014851606258024
21404,0x689b0Aa3C291E334Ec4cB3c90c97700B81f2d135,1.0,0.0,0.0,0.0,0.0,0.0,1.279424939140209,2.0385509392541694
21426,0x12c9CB03c9e1b36Fd48Fa17b7e7054b692dbFAD6,1.0,0.0,0.0,0.0,0.0,0.0,1.4931957957831672,1.70220683947963
21473,0x6c51d544C1AC203148484b35E8d0e741cFB67DcE,1.0,0.0,0.0,0.0,0.0,0.0,1.5079765760132224,5.043130665119347
21485,0xC25d79fc4970479B88068Ce8891eD9bE5799210D,0.0,1.0,0.0,0.0,0.0,0.0,1.3845808767405132,1.90870501846228
21528,0x62b08A2F1C0F4E4F4ce942Ab616825D876414f04,1.0,0.0,0.0,0.0,0.0,0.0,1.2460569062160125,2.59915043385448
21578,0x17eB245F522c05119ec6924Bdf1ca75226Be8007,1.0,0.0,0.0,0.0,0.0,0.0,1.4925836354692938,1.400626073165803
21627,0x213208bEFdf8462Be5788f7b617C0CFdf0C92Bee,1.0,0.0,0.0,0.0,0.0,0.0,1.4927698722625469,2.148726689605412
21710,0xB03E256B53abACd3f0b450263C32c6ec81bABe49,0.0,0.0,1.0,0.0,0.0,0.0,1.4520720164577587,5.284202939197181
21711,0xd67883669EfB5c575063DE333ecC93F2147AD2D2,0.0,0.0,1.0,0.0,0.0,0.0,1.4521860811060647,4.929693691197828
21716,0x11f1E5a47Bc2E00cb2bd2426d38EDB7e86dbcecF,0.0,0.0,1.0,0.0,0.0,0.0,1.40826430618395,1.5083373746029214
21952,0xc6B10818767a5205DBfB5F550Ea986a9f9A0c941,0.0,0.0,1.0,0.0,0.0,0.0,1.4500309523783577,5.765771062131808
21968,0xEB4B2D625D4f50f4aFaf4CE4E6C5A04231f6CD44,0.8323663704957732,0.0,0.0,0.1676336295042268,0.0,0.0,1.4862280157425496,1.4000261380515358
21970,0x165e851Fb826bC6D834Aa5C6AAeFC78aBef168b5,0.0,0.0,1.0,0.0,0.0,0.0,1.452980736723544,5.296406181940637
21997,0xA770d4A353293385C0eDB30ad9519a1997b471a3,0.3004138479041541,0.0,0.0,0.0,0.699586152095846,0.0,2.300702867259364,1.0900925552073009
22007,0xb9367bF71487eb10A68c3179753b9E1BA8871c8f,0.0,0.0,0.0,1.0,0.0,0.0,5.630874760415092,2.20880864672149
22008,0xdDbf679d6332d9E5b409865b9671d1927255B52A,1.0,0.0,0.0,0.0,0.0,0.0,2.490068006180683,1.001966239060164
22010,0xc3b0F0ba4F1b28409De3D20205fA7970bB652b97,0.0,0.0,1.0,0.0,0.0,0.0,1.4518254233241954,5.260677699313119
22039,0xB1a84aBDD50F8418aF208438db9ec33CF3c35FfB,0.0,0.0,1.0,0.0,0.0,0.0,1.453136079101759,5.202993809328964
22042,0x9A69a6008a02C770F0e55ccF1671A8A687b6700a,0.6080333571582607,0.0,0.0,0.3919666428417394,0.0,0.0,1.4511638519934351,1.177917449478506
22070,0xDBaad6C9bA84dEbBb5802110e3fbE218b3808751,1.0,0.0,0.0,0.0,0.0,0.0,1.423211792490154,1.2448146507623423
22092,0xc9A9bCa811B3cAf6Ea5B17039fAc9f4CEA7bfB7C,0.2261749456701748,0.0,0.2778771810986101,0.0,0.0,0.495947873231215,1.3453832372286878,2.864292183803715
22152,0x14B93f1E547da3CfbDaC6f87c51A9AeB2601D6fC,1.0,0.0,0.0,0.0,0.0,0.0,1.573206096541532,0.0666923557682225
22159,0x7F0759cb20dE8c7a996dB6f6C12b33314d0379C3,0.0,0.0,1.0,0.0,0.0,0.0,1.3277889547976036,3.506520317908302
22160,0x04D5C4A28b0763Ed16d85ad09e8f2eEfB18c9D4c,0.0,0.0,0.5,0.0,0.0,0.5,1.3389533333614487,2.33392092170382
22161,0xaA8AFe5B01b15e73051Cb871c332303b57C96F38,0.0,0.0,0.0,0.0,0.0,1.0,1.3977227072467426,2.0177629810024333
22167,0x522666698937c160D48Fe0bC653F956922ba9F5F,1.0,0.0,0.0,0.0,0.0,0.0,1.2998220756542676,1.636256122739187
22216,0x65Ec96E3841F48934a3C8A9648AF44BCd1c73CE1,1.0,0.0,0.0,0.0,0.0,0.0,6.994383980856482,1.0971525914067195
22218,0xcDdc66c85008853b89c0b00C20a303A8d69e8983,0.0,0.0,1.0,0.0,0.0,0.0,1.451116659808591,5.515752606072992
22219,0xa1e826ff30c2Af1ca2BB1CB3b2D4770d679451d3,0.0,0.0,1.0,0.0,0.0,0.0,1.4497753688229165,5.153791958371925
22229,0x88FA8b9B9c553e3c0a3eAFDacf683cCC60973332,1.0,0.0,0.0,0.0,0.0,0.0,1.6612692173671677,1.177410238790556
22236,0xB2dda6B0e7c460028dC2380AfBBAf5aa601DCEd0,0.0,0.0,1.0,0.0,0.0,0.0,1.4499897774721124,5.672690527924527
22237,0x3B87f7D473550ef9e53e46Baae856608f8b8A0C4,0.0,0.0,1.0,0.0,0.0,0.0,1.3917332393688884,5.404370646849327
22260,0xE8035850ADb9788a5d85fa13f721A277668e95eE,1.0,0.0,0.0,0.0,0.0,0.0,1.303078089361522,2.005139455759516
22269,0x7A89B88C7D6Cd5a591812DA64112786e2633E76E,0.0,0.0,1.0,0.0,0.0,0.0,1.4521237991534006,5.229571385951302
22271,0xc1D7f724c21a098319De00459bEa8F11F587C624,0.0,0.0,0.0,0.0,0.0,1.0,1.3225576473389689,5.397398599896968
22327,0x2696E8017A422af7ee764Fa598C7AC3B75007FdB,1.0,0.0,0.0,0.0,0.0,0.0,1.2658026193771248,4.905133542142972
22332,0xe4E52221b702c3d6838B7b569783c1cb408E9839,0.0,1.0,0.0,0.0,0.0,0.0,1.8735096561922573,1.5455698332341554
22364,0x3242bCaE0B6f44a2430766376722849DeA557b8B,0.0,0.0,1.0,0.0,0.0,0.0,1.451442242873627,5.174218686920371
22373,0x9A887658254e6c9dCB213745bdD9332A1AF773eB,1.0,0.0,0.0,0.0,0.0,0.0,1.3990405789369609,5.714946395503151
22410,0xe7FFc0fFbB76aB7e2F322D3776A5220810D2667B,1.0,0.0,0.0,0.0,0.0,0.0,1.3861159434745982,1.6448411411896935
22465,0x4e12d870e0e841577a1d6ea08898b44cB1D0681C,1.0,0.0,0.0,0.0,0.0,0.0,1.4120961308193565,1.7023231271923926
22482,0x11CA1f765CBf7c1d26b0Aa3e2e24D9B1E0B47c5b,1.0,0.0,0.0,0.0,0.0,0.0,1.3614152679145513,5.574374858515532
22491,0xd59F31eEff1F5C4AbA9CBAe47123957F9BF4321C,0.0,0.0,0.0,0.0,0.0,1.0,1.3237887605068508,5.181491769619675
22500,0x5ceEc7c1505b6819783c2c377b2a4b95497E5819,1.0,0.0,0.0,0.0,0.0,0.0,2.459077557128773,1.1019187079874535
22506,0x8DEd86682dBdbE04C3f4AeC0D302215d28deA6bD,1.0,0.0,0.0,0.0,0.0,0.0,2.4639619473003167,1.0056220295614295
22518,0xA90ce80FBD8DeA089d79f48649Cb19fd732532f0,1.0,0.0,0.0,0.0,0.0,0.0,1.3387044623666235,2.188170775482906
22533,0xec58A1a14D5d86054cdF40F877B826920f743DCB,1.0,0.0,0.0,0.0,0.0,0.0,1.3686564401047767,1.9421643396069068
22534,0xe7aC1581629716F508f7acA2337b344DC9e3E8fe,1.0,0.0,0.0,0.0,0.0,0.0,1.2345628989238195,2.5740953630213657
22537,0x40ABa0420d6B49AD8449c83a65Ef1025cd845C79,0.0,0.0,0.0,0.0,1.0,0.0,2.6036830621432063,4.240302522006009
22539,0x271A7077C565759bFc04299BF35789c354AC1C25,0.2810861725445471,0.0,0.7189138274554528,0.0,0.0,0.0,1.5039661610956712,3.097015262930772
22554,0x88D41b95981B28a867bbbB4058A7aD9F20DB7883,1.0,0.0,0.0,0.0,0.0,0.0,1.6660988962945082,1.5726970240898477
22560,0xf9F517A043C7c219064943253c4c5ce0F6daE080,1.0,0.0,0.0,0.0,0.0,0.0,1.8433473717484288,1.4937335263981706
22562,0x0F96D2C4e8b9AD340a85628a8760F665FeA4Dbb9,1.0,0.0,0.0,0.0,0.0,0.0,2.4645710771832543,1.0053902578934388
22565,0x970cccf1eDca2542918bD2d79A4ef4409b1bdC10,1.0,0.0,0.0,0.0,0.0,0.0,2.46463806048002,1.005365218127456
22566,0xA358D01c49117597cD302735D850C5DCDe76EBa9,1.0,0.0,0.0,0.0,0.0,0.0,1.6661310150315556,1.4764385451828426
22567,0x5Ed5B84e1EeF854FC577D715EEF14E39F54a3868,1.0,0.0,0.0,0.0,0.0,0.0,2.0003097589469165,1.396838794617344
22568,0xdf926B556fAf1aD6ca4417c7B7cBe16Ba78ff751,0.0,0.0,0.0,0.0,0.0,1.0,1.519576767351991,2.574198495703368
22580,0x399Aa5c695cD5E83621e8146B36414987632e4a7,1.0,0.0,0.0,0.0,0.0,0.0,2.002852424184472,1.3968767844063608
22583,0x9a51D3c98f53874dc7F781BA94c0fF5a5673C70d,0.99981812550573,0.0,0.0,0.0,0.0001818744942699,0.0,1.381935024395296,5.544487470916662
22588,0x18a0C73C3df043f64f4Ca3C96e9E524BD778C4aB,0.9002406526000101,0.0,0.0,0.0,0.09975934739999,0.0,1.8872217808245848,1.3973359104493372
22596,0xe09d9f4A46943335A42022FeE6e287D4bb288Df1,1.0,0.0,0.0,0.0,0.0,0.0,3.667731658685256,1.4875926535029562
22599,0x0aC7f5073203Af06A8324289b76069a3E9bd3557,0.0,0.0,1.0,0.0,0.0,0.0,1.6970036881151058,5.150416304743566
22600,0x55642AD308223bB939402F6DFCC702558a5cdF56,0.0,0.0,1.0,0.0,0.0,0.0,1.449831108020608,5.167751754235927
22601,0x4B52691cbD1E0E837E4989188b90888e086A8B47,0.0,0.0,1.0,0.0,0.0,0.0,1.4514897876702977,5.154495687556827
22602,0x13d8c9cBa88a602016A7F7F5c9032a6f009229a9,0.0,0.0,1.0,0.0,0.0,0.0,1.4519441379023224,4.748297468055867
22603,0xC30fc16493dcd3C5BA27B61691B44ed429a8Bb9d,0.0,0.0,1.0,0.0,0.0,0.0,1.4496820917956372,5.35324267044969
22609,0x49FC0AA99Ab2899DDaAffDa96C5783c88EdFBd1D,1.0,0.0,0.0,0.0,0.0,0.0,1.5603628902259403,1.8930336700294308
22615,0x68ACb2051b73C2342be78Cd1a7E5Ca44483D10c5,0.5004322354197842,0.0,0.4995677645802158,0.0,0.0,0.0,2.0226054400010014,3.476840296544326
22626,0x4408E04e4D8AEb7EdbC0bc0aE66028762FDF29e5,0.8897914022767169,0.0,0.1102085977232831,0.0,0.0,0.0,1.3353615278799065,2.306622149919259
22630,0x2f75b386AF8291Db1E4eC8F175AF7c51aE792068,1.0,0.0,0.0,0.0,0.0,0.0,1.7538637273162905,1.3003998259346845
22636,0xE3ECaC7EA1788cF971601437d61669D073aE8EB6,0.0,0.0,1.0,0.0,0.0,0.0,1.478567299937297,0.3975494483634236
22639,0xD33a2A360a28f75B984C3a15b09B102b0A3Cc52B,0.0,0.0,1.0,0.0,0.0,0.0,1.4509294904919945,5.20507789811084
22643,0x414FA59C2d021b719Dd13831f5889c444542aC67,1.0,0.0,0.0,0.0,0.0,0.0,1.6918458890669286,1.510772353466092
22644,0xa79d208B7bcc14c25464EA7b17Ce24dE13F37192,1.0,0.0,0.0,0.0,0.0,0.0,1.4654871448104898,1.5733448526761
22648,0x78a3227ba9D260fEc5665A1C53a3e00637724f9c,0.9109174911081966,0.0,0.0,0.0,0.0890825088918034,0.0,1.8033462072816024,2.136597958525326
22659,0x71D8E75fFD698A977c3a3172281Ba80e8F044C09,1.0,0.0,0.0,0.0,0.0,0.0,1.6644162764119386,1.5735612293501582
22705,0x0bAFA96A4e1B91428bCFF88598668c66F016BC18,1.0,0.0,0.0,0.0,0.0,0.0,1.5866234079513972,1.627780261299625
22707,0xCA5C410067f8379a1Cf4DCfE052f9D6C037CCa5e,1.0,0.0,0.0,0.0,0.0,0.0,2.4991188179522177,1.3000470718366828
22956,0x52C75F75362d334cFF94904517be6642aFdBeb61,0.0,0.0,1.0036157004919963e-05,0.0,0.999989963842995,0.0,1.4898257648060884,2.649138619874876
23001,0xf69CF98b527Eab3ED677521Bcd1dB70283528c8A,1.0,0.0,0.0,0.0,0.0,0.0,1.2544433758201552,5.691287745844305
23033,0x9AcDA0bbC8E2Be53db230B1Fa7E1743262842B77,1.0,0.0,0.0,0.0,0.0,0.0,1.5989909412417254,2.0956954877177
23034,0x0909C4F2D04055e73Fb2009E8f95130D3E4DA2ED,1.0,0.0,0.0,0.0,0.0,0.0,1.499057727627967,2.095692871394822
23054,0x6B979E8628cDD7576ffC00eF07592580Aa935AFF,0.0,0.0,0.4457810387206797,0.0266858874687299,0.4078770515093411,0.1196560223012491,1.5891441367789962,2.0955974372315374
23083,0x7A904Ee4720a667da4E8dAE58B59f143FA6959DE,1.0,0.0,0.0,0.0,0.0,0.0,2.468135233764157,1.0771789360783572
23084,0xD7563A973EdFA492f579EF3978536fa042445240,1.0,0.0,0.0,0.0,0.0,0.0,2.468135735148246,1.076819426836771
23085,0x929C44f3C89DdFF931faFb364aB96c57d8060361,1.0,0.0,0.0,0.0,0.0,0.0,2.468136247223666,1.0770833850067356
23086,0xCDBbEc9b78050B5d600992770bF159cE8e26E053,1.0,0.0,0.0,0.0,0.0,0.0,2.4681401999780563,1.6075040724794136
23091,0x3aB6732D99F19B44106f1Abc48E58127104Cfd96,1.0,0.0,0.0,0.0,0.0,0.0,1.3909455257385577,5.69270380016559
23092,0xa9743cB15C0A42f4761d344F3B31dd376bc1DddF,0.9998076886264212,0.0,0.0,0.0,0.0001923113735788,0.0,1.5331050505045658,1.5725107149354518
23100,0x15286e5b8BB7bD0B4cdaFAd689ddF5E57D254646,0.0,0.0,0.0,0.0,0.0,1.0,1.2781044084755762,1.7943483649443248
23102,0x65BcAAA391579CA66EF59E35d87C2F58174C3BD2,0.0,0.0,0.0,0.0,1.0,0.0,5.50871145286063,1.299496420131185
23121,0xd5F6573067EC168902876ABcF8e9854463aC2B92,1.0,0.0,0.0,0.0,0.0,0.0,1.9994913587323493,1.0952986798536766
23146,0xC240517c7f13386800B7fa9E23550c172aAA3FFc,0.0,0.0,0.5,0.0,0.0,0.5,1.3326699730465688,3.335779116117177
23149,0x69c244D928176656Ece391ccdCa611aC0e30Ac4a,1.0,0.0,0.0,0.0,0.0,0.0,2.699529421394104,2.3962446915151645
23159,0xe90B930CebDCab8C984cDD30f4afCE5462De9781,0.0,0.0,0.0,1.0,0.0,0.0,2.323638896125707,1.1110060943463815
23160,0x1E629A394d7C80505D85C7c91F24B7996E5e4773,0.0,0.0,0.5,0.0,0.0,0.5,1.3689705758498076,4.526497461394155
23673,0x13b2d56DE62F65Cfd389cB6a2F275c272D7C850E,0.0908819279996129,0.0,0.7883769824821295,0.0,0.0,0.1207410895182575,1.9876984032364893,3.953704848460633
23691,0x3d40aC1fF6c11eA200a86E9bC761c244149ba5c0,1.0,0.0,0.0,0.0,0.0,0.0,1.568150222998129,2.574251573043804
23692,0x21e3Fc973B311AC47CFa68059D9f0d948764175b,1.0,0.0,0.0,0.0,0.0,0.0,1.3331288812404838,5.352856007897626
23705,0xC184C5768251F0A1dC2e7aEA24585f62D2381665,1.0,0.0,0.0,0.0,0.0,0.0,1.2584774059118131,6.206045924114713
23728,0x0E61A5d840B883d234940c738cF49A2AeBfAf1C8,1.0,0.0,0.0,0.0,0.0,0.0,2.298994584894308,1.3728930073292736
23729,0xbc2337fc59bC693E6FFb282Ef4950478072c1A86,1.0,0.0,0.0,0.0,0.0,0.0,3.5998755832096547,1.4490730596161052
23734,0x9C7A3e3eFd0CEC787C432535F27DE6C755fB4870,0.5281760937105685,0.0,0.4662579884286988,0.0,0.0055659178607326,0.0,1.4623750372377875,3.782704709603893
23761,0x491fFC953E1aB2751817ff90A5f32694a4841474,1.0,0.0,0.0,0.0,0.0,0.0,1.312556668586235,3.046883404835764
23768,0xA67e311B9c5915998C86866652092c5dE332d7a8,0.0,0.0,0.5,0.0,0.0,0.5,2.320048818135469,1.5893967993925668
23774,0xB5584bFdb0f869F35764f975Da6C482E29e871c0,1.0,0.0,0.0,0.0,0.0,0.0,1.312704512914828,2.296908440461569
23810,0x174EC3Dd777A4d02fa2305a451141C3C151Cf65B,1.0,0.0,0.0,0.0,0.0,0.0,1.3727128028605946,1.5206023578107086
23811,0x2bedB0F8d86c53f45A5ff38e4a2d33E1C0DA4515,1.0,0.0,0.0,0.0,0.0,0.0,1.447968687897213,1.8445206157894096
23820,0x4d445C33dC304f07EDB34f00C90c4CB1Ab947FaC,1.0,0.0,0.0,0.0,0.0,0.0,1.9851249904164867,3.40526605023202
23827,0xa14208489e2e9Ba74f08636EbC5a03Fb0a4F6568,1.0,0.0,0.0,0.0,0.0,0.0,1.3453534634260946,1.8538046461566835
23830,0x0C9e20B9046f31DA1E84B1B968b5FFF23e815FD6,1.0,0.0,0.0,0.0,0.0,0.0,2.606558353478776,2.986740177067721
23835,0x26DAc33aCcf8D28cf26CcC0135d8c6EE3233a2E7,0.0,1.0,0.0,0.0,0.0,0.0,1.5074311845899473,5.631626546552468
23849,0xb4fbd802d9dc5C0208346c311BCB6B9ECFF468C6,0.0,0.0,0.2524537325179508,0.1424544524275138,0.352700167576377,0.2523916474781583,1.3810721114615816,3.7416621555179934
23868,0x85B3C124A704aE638622A1e99310F22eEE7279c6,0.0,0.0,0.8910812334084254,0.0,0.0,0.1089187665915747,1.7098355928602669,3.9562760840924063
23920,0x9e67663C01e86C7bd8C3cd2285c681Dbad1C8327,1.0,0.0,0.0,0.0,0.0,0.0,1.3754601567153906,6.749176432938496
23954,0xbBf15e008535cB93A7e2168038DC316c56faf791,0.0,0.0,1.0,0.0,0.0,0.0,1.498706796695876,3.82032495210524
23964,0x724EBE69AE66F5e5F731920dB39CC9235d3FF036,0.0,0.0,0.0,0.0,1.0,0.0,1.6372889768247962,1.4914460808959924
23967,0x184Af3b38035F80d8F7E16FaCbB4344B3db09368,1.0,0.0,0.0,0.0,0.0,0.0,2.987431723623114,1.4048401667927284
23968,0xbe003aa7a602e754fa2aBC342Fc467fdd678bc4e,1.0,0.0,0.0,0.0,0.0,0.0,1.3277986845468128,1.5796619169113335
23969,0x874d7F6472958e157815DD50B8293a3d02fD094c,1.0,0.0,0.0,0.0,0.0,0.0,1.3930386528357328,1.5008382676390164
23970,0xf299eA65eF11197c562bd83A67cdCB678d8280c5,0.0,0.0,0.0,0.0,1.0,0.0,2.273536245974976,1.4627982941540674
