,user_address,0x4200000000000000000000000000000000000006,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x50c5725949a6f0c72e6c4a641f24049a917db0cb,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,0xb6fe221fe9eef5aba221c348ba20a1bf5e73624c,CR,log10_borrow
2779,0x6c97Be81E861fa10fE217de87B7514173f4B6640,1.0,0.0,0.0,0.0,0.0,0.0,1.6517174267228778,3.1527429983670525
2801,0x23D07C846ddA0234a1F3561Ea8db3563413ef7d7,0.3022046836408799,0.0,0.6977953163591201,0.0,0.0,0.0,2.678931221656935,4.975265594277897
2877,0xF93A5F0A4925EeC32cD585641c88a498523f383C,1.8360239826022635e-09,0.0,0.499999999081988,0.0,0.0,0.499999999081988,1.6053998712194468,3.783184009596976
2897,0xca4aD39F872E89Ef23eABd5716363Fc22513E147,0.0,0.0,0.749668133467816,0.0,0.0,0.250331866532184,2.019816256292541,4.914736618229117
2927,0xa064B34DC0aEeF23e48B400DC4b0A3f940B55865,1.0,0.0,0.0,0.0,0.0,0.0,2.110297370789615,5.123442723808959
2965,0xBFDf97C84214A64ad1a95B7133fba0A4314EBb42,0.0,0.0,0.5824373762281753,0.0,0.4175626237718247,0.0,1.716168166370592,3.745495247221682
3005,0xEa5CB7958E580b2e7E89e41264502744EfdAc43f,0.0,0.0,0.5000000000215941,0.0,0.0,0.4999999999784059,1.6864078116920678,4.186170612423218
3050,0x70429D6362E07d6986889756d4047D66e0802F8e,1.0,0.0,0.0,0.0,0.0,0.0,2.6470834929378357,2.1956212406135327
3192,0x47F269D4bcAECdFed3110C0200db50345f797DbC,1.0,0.0,0.0,0.0,0.0,0.0,2.1431119344311305,1.3393768018021128
3202,0x2f01560D567eE32167E86ECf61805805071F9500,1.0,0.0,0.0,0.0,0.0,0.0,2.1344038965633656,1.3420038230468565
3210,0x0F301916f3347E358C1362B883260A450D9EA161,1.0,0.0,0.0,0.0,0.0,0.0,2.3062279654054416,1.3236981596921733
3471,0xE43fA6CBb7DdA0bD863593c5E75fAe9B4dCD5CD4,0.7629081757230628,0.0,0.2370918242769372,0.0,0.0,0.0,1.6057489243306202,4.148085937282128
3545,0xbE026AE67432eFa9aD85b897A70e0BaB0Dcb1CEA,1.0,0.0,0.0,0.0,0.0,0.0,1.4737413059922857,4.590350269627111
3568,0xD77B92abE0232a85DF4228154C18b9Be305D9EA1,0.5862949648136837,0.0,0.4137050351863162,0.0,0.0,0.0,1.4865552508709867,4.403069385074917
3578,0x96bF1E85EEcf3b971A3e1EbC88Bd4EFe3f8698Ee,0.3231041147347477,1.9278229813860257e-11,0.6768958852459741,0.0,0.0,0.0,1.761121357916121,4.770243453173436
3910,0xCe64a3542A73740A0b625866ef1A7b5990225d20,0.726512326326297,0.0,0.0,0.0,0.273487673673703,0.0,2.416687171023563,3.20279514789027
3940,0x888bd1C669de602CC66067d5353c84847cAa6156,0.9999999989167312,0.0,0.0,0.0,1.0832689936513003e-09,0.0,2.573486438032724,3.3381346237938856
3955,0x8e6ed79c48944265FE5D004010c11CB28aa105B4,0.6998462170184991,0.0,0.1500768914907504,0.0,0.0,0.1500768914907504,1.8272995319286756,4.903841243954392
4053,0x7EAB8f22369fF1e304F8104686282B2870683038,0.997147012535589,0.0,0.0,0.0,0.0028529874644109,0.0,1.4401028790164712,2.3938097406335936
4063,0x908D8D559A6FB979e3C3221039E5b8C3C5c2e91a,0.0,2.924625085644519e-09,0.643053513916646,0.0,0.0,0.3569464831587289,2.391652411565516,4.4032749062493775
4077,0xce8453cc4200c37B25FEF3C8C90f544D1370e248,1.0,0.0,0.0,0.0,0.0,0.0,1.601892745729416,2.398876987499204
4203,0x13F9A95BaDd64b80c655f503E37faC7ADccC629a,1.0,0.0,0.0,0.0,0.0,0.0,1.4222757181665593,3.235865669856096
4421,0x0DA8cB62108aBf07c83152045b047Aa10F0B31CB,0.7425882396772393,0.0,0.1287058801613803,0.0,0.0,0.1287058801613803,1.4252136882024022,4.020779601156585
4467,0xAA40CB43f78B97701d0E5981D83822ed77dD57E9,1.0,0.0,0.0,0.0,0.0,0.0,1.6005480336307525,4.225126830799529
4494,0xc9E4FD144004C5692Cb598c86d2Fd5eFB7950b3C,1.0,0.0,0.0,0.0,0.0,0.0,1.89194761289409,3.702093679888768
4510,0x6fCC22Af6c50df9903e1513a64aa570f0b493038,1.0,0.0,0.0,0.0,0.0,0.0,1.73168047412997,3.672921614544134
4634,0x6B979E8628cDD7576ffC00eF07592580Aa935AFF,0.0,0.0,0.430319794492797,0.0275579880863855,0.4266410319637354,0.1154811854570821,1.6259743327020475,1.7820790266836992
4683,0xcCb8E090Fe070945cC0131a075B6e1EA8F208812,0.0,0.0,0.0,0.2311723474232913,0.7688276525767086,0.0,1.3253754829834303,6.260560042252223
4713,0xCEa51025f8046E4aB4Df3092bED64dd9EbEEaDa1,0.0,0.0,0.9986733261762218,0.0,0.0013266738237782,0.0,1.4619569107915045,3.628674387299698
4766,0x3f5AFE475e7025700726533B48EbcAcC6ca4D11C,0.0,0.0,0.0,0.0,1.0,0.0,1.2213187757468849,3.0156712407581043
4771,0xA51CC4578939370d3b680F145830b362585964D5,0.0,0.0,0.0,0.2638832913460626,0.7361167086539374,0.0,1.3826915267865223,5.4175372620967135
4775,0xEA3e3612175a894362f3062785adC133D9b98f10,0.0,0.0,2.958998786660436e-10,0.0,0.0,0.9999999997041,1.3937371341897054,3.7696435705609534
4804,0xC53fe73AAD87029c1CebAEAE149b574B9ecD7F0b,0.0,0.0,0.7485926932200946,0.0,0.0,0.2514073067799053,1.5625233176946405,3.707860916398268
4824,0x783dCA6F7B25E155123a5ea77Ff2F7Dd1deeeF85,0.0,0.0,0.0,0.2232735369984292,0.0,0.7767264630015709,1.6585224624383923,3.4748272651592997
4839,0xAdffC760EDF4f6146dce89022B5AE7EbB7edD2B9,0.0,0.0,1.0,0.0,0.0,0.0,2.003605875751872,3.0925894763593864
4845,0x66E96319a334e8f95983a9260B77d6Eee8d472Cd,0.0,0.0,0.0,0.0,1.0,0.0,1.4166684604770892,3.3992914820009608
5153,0xd7854FC91f16a58D67EC3644981160B6ca9C41B8,0.0005245356591156,0.0,0.0,0.0,0.9994754643408844,0.0,1.857258341280459,1.58146820899852
5158,0x4AB14276AF9dF6E1CA74B172008C789241197952,1.0,0.0,0.0,0.0,0.0,0.0,1.7844575426380291,3.831605601571072
5176,0x9f88CE4eB5fbbDca7d911Fa75c6f8fBd95D2BBbc,1.0,0.0,0.0,0.0,0.0,0.0,1.9616543375346651,4.035857101931104
5177,0x3d40aC1fF6c11eA200a86E9bC761c244149ba5c0,1.0,0.0,0.0,0.0,0.0,0.0,1.4667381998224782,3.755268551684665
5219,0x793E92dD9aDE375eC813616325a2326cb60ED91F,1.0,0.0,0.0,0.0,0.0,0.0,1.6663120740292712,3.647153269640029
5238,0x3F7C10cBbb1EA1046a80B738b9Eaf3217410c7F6,0.1467531582529883,0.0,0.831067278249656,0.0,0.0,0.0221795634973557,2.2643864312873,5.388955619330554
5245,0x4903cb9e427DEd0e36598bc65c815052c98afEac,1.0,0.0,0.0,0.0,0.0,0.0,1.4796898094013715,5.0216923937271725
5327,0x310E989c73b58591BB61596972B5019354f8b668,1.0,0.0,0.0,0.0,0.0,0.0,1.3218954937763177,1.779053349412706
5332,0x5Daf884B73F6aB637D72bf09475a8455121614E6,1.0,0.0,0.0,0.0,0.0,0.0,3.659520137898762,4.493175053510713
5336,0xb4fbd802d9dc5C0208346c311BCB6B9ECFF468C6,0.0,0.0,0.2484015090630604,0.0966725092363012,0.4065911265782514,0.2483348551223868,1.340848892428809,4.777504446954206
5355,0x85B3C124A704aE638622A1e99310F22eEE7279c6,0.0,0.0,0.8910796786242368,0.0,0.0,0.1089203213757631,1.582816997459519,4.289609234586411
5359,0x7EcD7aDbe7F29377021cBfE10468E635a13Dd463,1.0,0.0,0.0,0.0,0.0,0.0,1.37577355839302,4.054197622483411
5363,0x6c97Be81E861fa10fE217de87B7514173f4B6640,1.0,0.0,0.0,0.0,0.0,0.0,1.6663305545709592,3.1506546950314083
5385,0x23D07C846ddA0234a1F3561Ea8db3563413ef7d7,0.3031167759748933,0.0,0.6968832240251066,0.0,0.0,0.0,2.7042616141378915,4.971606775860009
5461,0xF93A5F0A4925EeC32cD585641c88a498523f383C,1.843341631428502e-09,0.0,0.4999999990783292,0.0,0.0,0.4999999990783292,1.6144542880294537,3.780751102253338
5481,0xca4aD39F872E89Ef23eABd5716363Fc22513E147,0.0,0.0,0.7496251499120798,0.0,0.0,0.25037485008792,2.030133431930414,4.91107792372862
5511,0xa064B34DC0aEeF23e48B400DC4b0A3f940B55865,1.0,0.0,0.0,0.0,0.0,0.0,1.94772680851568,5.159995443297407
5549,0xBFDf97C84214A64ad1a95B7133fba0A4314EBb42,0.0,0.0,0.5844154145168236,0.0,0.4155845854831765,0.0,1.710321745394747,3.748373048172059
5589,0xEa5CB7958E580b2e7E89e41264502744EfdAc43f,0.0,0.0,0.5000000000215866,0.0,0.0,0.4999999999784133,1.6913332059725146,4.182511795026077
5634,0x70429D6362E07d6986889756d4047D66e0802F8e,1.0,0.0,0.0,0.0,0.0,0.0,2.6798434847455805,2.192016554023844
5776,0x47F269D4bcAECdFed3110C0200db50345f797DbC,1.0,0.0,0.0,0.0,0.0,0.0,2.169905280758166,1.3357179834069213
5786,0x2f01560D567eE32167E86ECf61805805071F9500,1.0,0.0,0.0,0.0,0.0,0.0,2.161088384098083,1.3383450026920989
5794,0x0F301916f3347E358C1362B883260A450D9EA161,1.0,0.0,0.0,0.0,0.0,0.0,2.335060551361764,1.320039350454698
6055,0xE43fA6CBb7DdA0bD863593c5E75fAe9B4dCD5CD4,0.7636889650643061,0.0,0.236311034935694,0.0,0.0,0.0,1.588653581245574,4.148506309886884
6129,0xbE026AE67432eFa9aD85b897A70e0BaB0Dcb1CEA,1.0,0.0,0.0,0.0,0.0,0.0,1.473283915688306,4.590373058118601
6152,0xD77B92abE0232a85DF4228154C18b9Be305D9EA1,0.5873427764593507,0.0,0.4126572235406492,0.0,0.0,0.0,1.4797819887045764,4.399410566582169
6162,0x96bF1E85EEcf3b971A3e1EbC88Bd4EFe3f8698Ee,0.2571962489105498,2.1162115776416264e-11,0.7428037510682881,0.0,0.0,0.0,1.7530107717913666,4.731756218657174
6494,0xCe64a3542A73740A0b625866ef1A7b5990225d20,0.7289810884132523,0.0,0.0,0.0,0.2710189115867477,0.0,2.430681511062716,3.200551355884845
6524,0x888bd1C669de602CC66067d5353c84847cAa6156,0.999999998930222,0.0,0.0,0.0,1.0697778750669648e-09,0.0,2.584568365789129,3.3380055868547096
6539,0x8e6ed79c48944265FE5D004010c11CB28aa105B4,0.7006811083760772,0.0,0.1496594458119614,0.0,0.0,0.1496594458119614,1.8322701745390015,4.903880789323069
6637,0x7EAB8f22369fF1e304F8104686282B2870683038,0.997182242516145,0.0,0.0,0.0,0.002817757483855,0.0,1.4456920375597455,2.3938492300616936
